review_text,category
setelah menginstal applikasi ini dan untuk mendapatkan kode qr kita harus mengaktifkannya di kantor kelurahan setempat atau ke dukcapil alhamdulillah pengaktifan ktp digital saya bisa dan lancar dipandu oleh staf karyawan dikantor kelurahan setempat adapun kendala yang tidak bisa mendapatkan kode qr biasanya terkendala di konektifitas atau versi hp nya ada yang mendukung dan tidak mendukung semoga bermanfaat ,Positive
sebelum registrasi sangat penasaran pengin segera aktivasi setelah lihat tampilanya biasa saja tidak ada yang luar bisa kalau ada kendala terkait identitas juga susah prosesnya di menu dokumen juga cuma bisa lihat ktp kepala keluarga saja tidak bisa semua,Negative
awal ada kesalahan internet setelah kami tidak pakai wifi dan beralih ke paket data palah berhasil yang perlu diperhatikan adalah perlu kode qr dari petugas capil ,Neutral
ini manfaatnya buat apa ya selain pengajuan bikin kakak dan pengajuan bio data,Positive
ini sama saja bukan online scand harus ke kantor ducapil dulu,Neutral
resolusi rendah dan ktp digital tetap belum bisa digunakan dimana mana ,Neutral
sampai sekarang aplikasi enggak bisa kebuka tolong admin di perbaiki sehingga masyarakat luas bisa merasakan aplikasi ini,Neutral
saya bingung bagaimana cara moto copy nyh ,Negative
ketika saya mengurus sebuah dokumen aplikasi ikd tidak membantu sama sekali contoh tadi saya saat penutupan buku tabungan pihak bank tidak bisa memproses penutupan tersebut ,Negative
kak dokumen saya kenapa masih belum bisa kebuka padahal saya sudah hapus cache,Negative
tidak bisa di buka loading terus kenapa ya ?,Negative
dokumen tidak bisa di buka tolong segera di sempurnakan aplikasinya,Neutral
menurut saya perlu ditambahkan download dokumen ktp dan kakak karena dari hp tidak bisa di screen shoot untuk memudahkan masyarakat yang masih membutuhkan hard copy ktp maupun kakak karena tidak semua instansi perbankan dsb yang fasilitasnya mendukung untuk scan barcode ktp digital ini kalau memang sudah mulai di berlakukan ktp digital tolong fasilitas pemerintahan perbankan ataupun instansi lain harus juga mendukung program ini ,Neutral
aplikasinya sangat bermanfaat di era digital sekarang jadi lebih mudah,Positive
tapi masih saja diminta ktp fisik ketika buka rek bank,Neutral
aplikasi online via playstore tapi harus datang ke kecamatan kantor capil untuk dapat kode aktivasi ? apa gunanya online ? masih pakai manual hadehh kapan majunya indonesia kalau aplikasi model begini,Neutral
lagi perlu banget ini ktp nya malah enggak bisa kebuka koneksi nya gagal terus tolong perbaikan nya min,Negative
kalau bisa ditambahkan untuk reset pin kalau kita lupa pin masa harus ke capil lagi dan kode otp bisa dikirim via email atau no hp yang terdaftar,Neutral
di hp saya lancar dftarnya lancar tapi di hp istri enggak bisa masuk ke aplikasinya jringan ggal terus info untuk dftar ke aplikasi sebaiknya di lakukan di kcamatan anda karena scan barcode nya harus meminta ke operator input ktp ,Neutral
ada masalah kenapa setiap saya membuka aplikasi identitas kependuduk digital tidak bisa masuk terjadi kesalahan koneksi ? saya lihat paketan saya banyak aman aman saja kenapa dengan aplikasi ini kak ?,Negative
kenapa data kartu keluarga tidak muncul,Neutral
jaringan handphone enggak tapi setiap mau memuat selalu muncul terjadi kesalahan koneksi di coba lagi tapi tetap begitu terus alhasil uninstal ,Neutral
data kartu keluarga saya tidak kelihatan mohon bantuanya terimakasih,Neutral
ribet kemana tetap saja yang di tanyakan bukti fisik nya ,Negative
aplikasinya error terus sudah berhari tidak bisa dibuka ,Negative
alangkah baik nya lebih cepat lagi,Positive
mantab sih aplikasi sonya cuman ada yang kurang tolong di perbaiki lagi jadi biar fungsional tapi tetap kasih bintang,Neutral
masih belum jelas fungsinya tidak semua disdukcapil tiap daerah membuka pelayanan online tidak bisa cetak sendiri kartu keluarga dari aplikasi yang secara kakak sekarang pakai hvs kalau ktp masih oke lah cuma nampilkan saja juga secara material ktp bukan hvs ,Negative
sangat tidak membantu aplikasi tidak bisa terbuka,Negative
terima kasih dukcapil sudah memberikan dokumen digital untuk kedepannya agar bisa buka aplikasi nya offline ,Positive
aplikasinya tolong diupdate karena berkali kali login tidak bisa tambahkan opsi lain untuk login semisal login pakai email atau nik karena saat masukkan pin berkali tidak bisa padahal awalnya baik saja ,Negative
masih banyak bug nya ini tolong segera diperbaiki ,Negative
untuk fitur dokumen muter terus enggak bisa muncul kenapa ya ?,Negative
terimakasih dukcapil atas inovasinya sangat memudah kan kami identitas kependudukan dalam genggaman ,Positive
aplikasinya sudah bagus memang untuk pengaktifan wajib datang ke dukcapil agar benar yang datang adalah pemegang identitas jadi akan tervalidasi dan meminimalisir penyalahgunaan identitas kekurangannya hanya tidak bisa dicetak secara mandiri mungkin ada pertimbangan tetentu dari dukcapil ,Positive
aplikasinya kadang keluar sendiri,Neutral
perlu dikembangkan ke platform ios agar cangkupan pengguna dapat lebih banyak,Neutral
apa guna sialan daftar online tapi harus scan kode dari petugas,Negative
tolol enggak bisa dibuka,Negative
sangat bagus aplikasinya berkas sudah ada tinggal scan barcode semakin maju dukcapil,Positive
aplikasi nya sangat membantu untuk aktivasi harus datang ke dukcapil setempat ,Positive
enggak bisa dibuka aplikasinya,Negative
ini tolong kenapa enggak bisa masuk ya tulisannya jaringan erorr padahal signal bagus kenapa syarat hp nya harus android itukan susah buat masyarakat kecil seperti saya yang ingin membuat ktp,Negative
kenapa aplikasinya tidak bisa dibukaloading terus lalu keluar tulisan kesalahan koneksi dan coba lagi,Neutral
konsepnya bagus buat online biar enggak ribet tapi pengaktifan nya enggak bagus karena bikin ribet mesti pengaktifan ke dukcapil dulu buat apa bro ? ?,Negative
awalnya bisa di buka tapi akhir akhir ini tidak bisa di buka dengan alasan email salah padahal email nik no kakak dan no telepon masih sama jadi bagaimana ini ?,Negative
tolong di perbaiki karena buat loading saja susah selalu gagal aplikasi yang lain nya lancar loading nya ,Neutral
tidak bisa selalu bacaan nya terjadi kesalahan,Negative
sekarang dokumen saya tidak bisa dilihat payah dan hati sekarang bisa di salah gunakan,Negative
sangat buruk tidak bisa terdownload kalau dari awal saja sudah buat susah kedepannya ini aplikasi nyusahin buat pusing teknologi digital membuat mudah urusan kok ini malah jauh dari pradaban digital buruk,Negative
sangat bagus dan sangat membantu hanya saja pas saya buat rating ini bagian kementerian kesehatan belum sinkron dengan peduli lindungi,Positive
perlu lebih di tingkatkan demi kemajuan bangsa,Positive
bagaimana sih yang di scan qr itu apa ? membingungkan,Negative
puas tapi kecewa tinggal selangkah indak bisa akses kurang di ambil wajah indak bisa,Negative
ribet susah dibuka makan waktu,Negative
ini untuk memudahkan masyarakat ? permohonan mencetak kakak saja enggak di respon harus kedukcapil lagi ? bagaimana dengan saya bpk penguasa ? hampura di abdi ulah janten rahet maneh maklum saya hanya rakhyat letik nu te ngarti kanan tingkah pola penguasa ,Negative
lebih efesien kalo daftarnya di kelurahan kalo daftar sendiri di aplikasi agak sulit ,Positive
tolong aplikasi ini diperbatuhi masak foto ktp enggak bisa di download,Neutral
saya sudah nge email dari april belum dibales balas soalnya saya ada problem ini balas dong bagaimana kinerja nya nih ?,Negative
aplikasi masih banyak kekurangan tolong diperbaiki program kementerian dalam negeri kok kayak begini sih ?,Negative
mengira aplikasi langsung bisa didaftarkan ternyata butuh qr dari dinas dukcapil ,Neutral
loding nya lama muter terus buka dokumen,Negative
lebih mudah,Positive
mohon maaf tingkat kan pelayanan dan sesuai kan dengan nomor antriankhususnya di tempat perekaman e ktp supaya tidak saling mendahului terima kasih,Neutral
aplikasi kurang update sering error aplikasi milik pemerintah harusnya kualitasnya bagus biar pelayanan cepat,Negative
ijin komentar ke sulitan sa at meminta kode qr dari pihak yang di peruntukan karena setau saya biasanya kode qr itu langsung ke secan jadi mungkin untuk pendaftaran dengan anya hp itu tidak bisa saya lakukan di satu sisi harus terima tlpn dari pihak di sisilain harus scen qr itu saja yang saya rasakan ke susahanya tolong di permudah dengan email misalnya jadi supaya bisa saya selesaikan tugas saya terimakasih,Negative
enggak bisa dbuka app nya aneh jaringan normal knapa malahan enggak bisa dibuka seakan koneksi kita yang maslaah ya ,Negative
mohondi perbarui karena tak bisa prinout dokumen kakak ktp akte ,Neutral
mantab keren enggak perlu capek lagi nenteng ktp el dengan aplikasi ini semua di buat praktis dan aplikasi sudah memuat semua kartu seperti kartu vaksi dan npwp layak aku kasih bintang,Positive
terima kasih semoga sukses,Positive
bukannya memudahkan malah menyulitkanudh hari ku coba kesalahan koneksi muluudh pakai jaringan data sudah pakai wifi sudah uninstal istal lagi sama saja hasilnyatolonglah di perbaikijgn aneh deh kebijakannya kalo masih enggak jelas kayak ginimana harus bolak balik dukcapildi kira dekat apa ke dukcapil ? kita nih kerja jauh ijin sehari sudah di potong uang makannya ,Negative
setiap mau login terjadi kesalahan koneksi padahal kuota lubermsh banyak yang harus di perbaiki ,Neutral
sayang sekali tampilan dokumen beresolusi rendah tolong update ,Neutral
gagal koneski dan selalu daftar ulang,Neutral
download langsung saya registrasi ke disdukcapil proses cepat cuma menit lsg aktivasi hebatnya aplikasi ini tidak bisa di screenshoot,Neutral
aplikasi yang bagus dan simpel untuk keperluan ke segala hal,Positive
mengapa data kakak saya tidak muncul di menu dokumen hanya ktp saja yang muncul,Neutral
buka dokumen sampai teler enggak bisa bisa mau upgrade juga enggak tersedia,Negative
ribet harus urus ke capil lagi buat scan barcode bukan nya memudahkan malah menyusahkan,Negative
kok aplikasinya enggak bisa kebuka tolong jelasin ?,Negative
bang lain kali kalau moto yang benar lah,Negative
aplikasi nya lola nya meminta ampun ,Negative
ini aplikasi nya bagaimana sih saya enggak bisa buka aplikasi nya saya merasa kecewa sekali dari tadi proses memuat terus saya mau lihat ktp digital saya bagaimana ini dan biodata keluarga saya,Negative
aplikasinya jelek enggak bisa menampilkan ktp hanya barcode tidak semua lembaga punya barcode dengan alasan adanya aplikasi ini di jember enggak bisa cetak ktp alasan blangko habis tapi untuk ktp baru bisa ada indikasi kurang baik dengan adanya teknologi,Negative
mau meper mudaha apa dimna bosudah beraph kali vlid terus ,Neutral
setelah verifikasi data dan photo diri harus scan qr code tapi enggak tahu bagaimana caranya dan dari mana agar kita dapat qr code tetap saja riweuh bro mempermudah masyarakat hanya slogan,Positive
masa mau lihat ktp digital enggak bisa bisa padahal jaringan kencang pakai indihome,Neutral
masa sayang tidak bisa masuk ke dalam aplikasinya coba jelaskan,Neutral
aplikasinya sering terjadi kesalahan koneksi terus padahal koneksi internet saya baik,Positive
aplikasi nya terjadi kesalahan koneksi sudah berulang ulang kali dibuka tetap terjadi kesalahan koneksi mungkin aplikasi ini baru di bangun tolong developer perbaiki aplikasi ini nanti ktp nya enggak bisa aktif tanggal bulan sudah bisa daftar nah begitu dong aku kasih bintang dulu ya,Negative
mantap,Positive
tolong petugas itu di perbaiki barcode kok error mulu,Negative
sempurna sekali setelah download aplikasinya isi data dan foto lalu scan qr di dukcapil tidak sampai menit selesai ktp digitalnya semuanya lancaar,Negative
yth admint disduk saya mau cek nik dan kakak sudah saya daftar tapi kenapa ada permintaan bar codetolong di jelaskanatas perhatiannya saya ucapkan terima kasih ,Neutral
kenapa tidak bisa dibuka dengan alasan koneksinya kurang padahal koneksinya bagus banget,Positive
bagaimana cara daftar nya ? masyarakat pakai aplikasi agar tidak repot ke disdukcapil setempat tapi daftar nya masih harus ke kantor disdukcapil sama saja bohong ,Negative
belum bisa lanjutin daftar kendala scan qr code,Neutral
bagian dokumen dulu pernah muncul ktp dan kakak tapi sekarang sudah enggak muncul entah kenapa masih kurang dalam kegunaannya semoga selalu ditingkatkan untuk menjadi lebih baik dan manfaat,Positive
aplikasi sangat mempermudah sehingga tidak perlu membawa dokumen saat keluar,Positive
identitas kependudukan digital sangat membantu dalam menyimpan dokumen kependudukan jika di hilang atau lupa di bawa ,Positive
cara dapat kode qr harus pergi ke diduskapil memang aplikadi bagus,Positive
mohon penjelasanya dari pihak terkait kenapa aplikasi ikd hanya bisa di akses melalui jaringan wifi saja sedangkan jaringan selular tdak bisa,Neutral
aplikasi tidak bisa dibuka kesalahan koneksi padahal paket data ada wifi juga sudah coba tapi tetap saja tidak bisa dipakai tolong lebih diperbaiki kembali aplikasinya semoga dapat bermanfaat untuk masyarakat indonesia dalam menggunakan layanan umum di seluruh wilayah indonesia,Positive
sangat membantu walaupun masih ada bug semoga makin berkembang kedepannya,Positive
malah tambah ribet enggak sih entar kalau mau ngurus surat surat kependudukan kemudian di meminta fotokopi ktp kalau misal ngurus surat surat masih tetap harus fotokopi ktp lalu identitas digital ini buat apan coba,Negative
pak bu dibenerin ngapa ya aplikasinya di benerin deh supaya bisa dipakai oleh masyarakat yang menggunakan apanya yang dibenerin ? tampilan dan penggunaannya lebih dipermudah simple enggak berat kayak ngangkat galon begini giliran mau di pakai saat genting loading mulu pak bu yuk bisa yuk ,Positive
aplikasi enggak bisa di buka padahal koneksi lancar,Positive
izin memberikan masukan harusnya ikd dan siak online bisa diakses jam,Neutral
katanya berbasis digital kok masih tetap ke disdukcapil sh ,Neutral
awal aktivasi bisa lihat data dokumen lainnya namun setelah itu tidak bisa sampai detik ini dengan keterangan dokumen sedang di integrasikan terus tolong diperbaiki kak ,Neutral
kenapa aplikasi ini tidak bisa dibuka di hp saya,Neutral
aplikasi ini sangat membantu karena tidak perlu lagi ribet urusan kependudukan dan kedepannya memang perlu dikembangkan lagi agar semua kartu lainnya bisa terintegrasi di aplikasi ini ,Positive
masih banyak yang belum fungsi maksimal n lambat ,Negative
percuma gunakan aplikasi kalau ujungnya login harus di don dukcapil,Negative
malas lagi mau ke disdukcapil cuman buat ajukan pencetakan qr code mending cetak ikd fisik saja sekalian kayak e ktp sama nyusahinnya saja ini mah ,Negative
beberapa waktu lalu enggak bisa akses ,Negative
aplikasi ini baru bisa menampilkan ktp digital dan kakak digital saja untuk pelayanan belum bisa digunakan,Neutral
app identitas digital ktp kalau belum selesai di rilis jangan di tampil kan dulu saya sudah daftar tapi belum bisa bagaimana ini bos ?,Negative
ternyata hanya bisa digunakan untuk daftar saja,Neutral
kagak bisa dibuka sudah coba keluar terus masuk lagi berkali tetap kagak bisa kode qr tidak pernah terkirim ke email ataupun ke nomor tlpn yang didaftarkan tolong ini adminnya aktif dong ! !,Neutral
alangkah baiknya itu indentitas kependudukan di samakan dengan aplikasi mobile jkn tidak perlu scan daftar via whatsapp saja ke dukcapil,Neutral
cukup bagus untuk identitas dalam era digital,Positive
ini buat online setelah daftar harus ke dukcapil juga percuma juga kalo begitu,Negative
dengan adanya applikasi ikd ini jadi lebih memudahkan di era digital dan sangat bermanfaat mantap,Positive
konsep aplikasi ini sudah bagus masih ada banyak hal yang perlu ditingkatkan mulai dari kemudahan akses konektivitas terhubung ke server dan juga kemampuan untuk menyimpan data agar bisa diakses secara offline karena saya melihat banyak sekali keluhan tentang masalah jaringan dan kendala mengakses aplikasi disaat sedang tidak ada kuota internet setelah itu baru ditingkatkan lagi ul nya,Negative
aplikasi dan aktivasi enggak ribet tapi tolong sediakan fitur unduh untuk ktp dan kakak supaya jernih kalau di screenshoot kualitas gambar nya agak kurang alias jadi buram selebihnya ok dan untuk aktivasi ikd scan qr code barcode sekarang bisa langsung ke kecamatan tanpa perlu ke dukcapil lebih mudah dan jarak terjangkau sesuai kecamatan terdekat masing dan tolong tambahkan fitur edit untuk ktp dan kakak contoh status pekerjaan dll ,Neutral
kenapa setiap saya mau lihat dokumen kartu keluarga dan biodata wni selalu loading terus ? enggak bisa ke buka giliran lihat dokumen ktp bisa ke buka tolong di perbaiki lagi dong aplikasi nya kalau sistem nya kaya begitu terus buat apa di adakan aplikasi ,Neutral
baru mencoba semoga bisa berhasil,Positive
harusnya satu aplikasi bisa di isi data ktp satu kakak,Neutral
sangat cocok untuk digunakan dalam penelitian identitas diri baik untuk digunakan sebagai bahan informasi tentang identitas diri sendiri,Positive
aplikasi yang bagus dan bermanfaat untuk era digital serta memudahkan masyarakat dalam keperluan administrasi,Positive
coba dulu,Neutral
belum dapat diakses untuk wilaya pulo dugom desa londut jaya sumut,Neutral
apa gunanya aplikasi untuk online kalau barcode saja harus datang ke dukcapil ? sama saja bohong mending aplikasi ini tidak usah diciptakan kalau begitu mending full offline saja ,Negative
aplikasi abal abal kayaknya cuma mau mencuri data untuk pemilu,Negative
mbok ya kalo diakses yang cepat sat set das des begitu tapi ya pun kalau perlu di up date terus ,Negative
tolong dibantu saya enggak bisa login,Neutral
akan lebih mudah jika verifikasinya tidak perlu menggunakan qr dari dukcapil cukup verifikasi wajah seperti aplikasi perbankan terimakasih,Neutral
aplikasi tololl kalau enggak bisa bikin jangan bikin tlool,Neutral
tolong dong min cara atasi dokumen enggak bisa di buka pas klik dokumen munculnya cuma loading terus enggak muncul data data nya tolong kasih pencerahan tutor biar bisa kebuka koneksi internet data wifi padahal sudah bagus ,Neutral
mantap sangat membantu kalau bisa kita juga langsung bisa membuka tanpa di scen ,Positive
harus nya kalau sudah online itu tidak perlu lagi bolak balik ke kantor kecamatan isi formulir harus nya sudah online kalau perlu persyaratan ktp akte nika dll kan bisa di kirim pakai foto ini mau cetak ktp kakak daftar nya pakai ke kantor sama saja inimah manual,Neutral
resmi dari pemerintah tetapi tidak di akui oleh instansi bank bumn sangat patut disayangkan enggak tau bagaimana sosialisasinya ,Negative
aplikasinya enggak bisa dibuka,Negative
kenapa aplikasinya susah banget di buka ,Negative
untuk mendaftar saja enggak bisa,Negative
mudah an aman tapi mohon dong seperti aplikasi mobile jkn bisa dikasih tool buat send tapi email baik kakak atau lainnya biar enggak perlu ke photocopy lagi kalau buat menggandakan dan kartu fisik awet ,Positive
sangat disayangkan aplikasi yang dikelola oleh lembaga tinggi negara kok seperti ini permasalahan di koneksi padahal signal full sudah larut berhari hari lo,Negative
tolong di perbaiki jangan menyusahkan rakyat aplikasi banyak bug enggak bisa cetak documen kalo mau cetak harus ke kecamatan enggak usah ada aplikasi kalo bikin ribet enggak guna tolong segera di perbaiki kalo aplikasi nya membantu semua akan terbantu akan mempermudah pencetakan doc dan sebagainya terimakasih,Negative
aplikasi yang bagus tapi tidak ada pilihan untuk dicetak download ,Negative
setiap buka aplikasi selalu muncul koneksi terputus mohon bantuannya admin ?,Neutral
kalau sudah rekam el ktp knapa harus dtang lagi ke dispenduk buat verifikasi qr ? ? kan seharusnya semua sudah terintegrasieh tapi kan ini aplikasi pemerintah ya ? orang nik ku dobel saja mau urus dipersulit jadi mau pengajuan apa dilembaga keuangan enggak bisa ,Negative
tidak bisa masuk me aplikasinya,Negative
saya bikin aplikasinya di dicapil prov sekalian mau ajukan kakak yang berbarcode katanya layanyan hari sudah adaasuk di email tapi sudah bulan belum ada nih kalau mau perpermufah jangan setegah,Negative
enggak bisa login dengan alasan jaringan tidak stabil padahal jaringan masih enggak stabil buka aplikasi lain lancar loh ini sudah blanko ktp nya enggak ada lewat aplikasi ini malah error terus kalo memang jadinya menyusahkan bukan memudahkan mending enggak perlu pakai acara install aplikasi kayak begini min ,Negative
burung tidak bisa login padahal jaringan bagus,Positive
praktis hemat efektif memudahkan pelayanan,Positive
ktp digital itu keren dan simpel selalu dekat dengan kita seperti kekasih saja terima kasih kadiscapil yang telah mengarahkan saya untuk membuat ktp digital,Positive
harus di aktif ini dulu dari kecamatan baru bisa login,Neutral
jadi ingat kata pak presiden anggaran milyar untuk rapat milyar untuk study banding juta untuk sewa ruang rapat juta untuk sewa hotel buat istirahat setelah rapat juta untuk makan siang setelah rapat juta sisanya itu yang di buat untuk aplikasi,Neutral
aplikasi ini sangat memudahkan dalam proses pengurusan administrasi kependudukan tetapi dokumen yang dimohonkan untuk dicetak belum bisa diunduh disarankan untuk dibolehkan mengunduh dokumen yang dimohonkan untuk dicetak thanks,Positive
bisa di buka tapi harus di tingkatkan pada bag dokumen lainnya enggak bisa di buka,Neutral
dokumen ktp nya enggak bisa di buka,Neutral
ui nya mungkin perlu di perbaiki ya admin biar desainnya juga enak untuk dilihat terimakasih semangat para pembuat koding ui ux perlu dan penting juga jangan lupa keamanan data ya server nya juga harus aman dan bisa lebih cepat untuk di akses semnagat,Positive
tidak bisa masuk aplikasi kesalahan koneksi sudah dicoba pakai jaringan seluler atau wifi tetap tidak bisa,Negative
kenapa harus ke dugcapil ? hah kenapa ?,Negative
gaguna apknya,Neutral
kelengkapan didalam aplikasi masih banyak yang harus cepat disempurnakan seperti koneksitas dengan yang berkepentingan harus segera terealisasi,Neutral
tolong dong di perbaiki lagi masa aplikasi pemerintah kalah sama tiktok yang lancar sekali ini buka dokumen ktp digital sama kakak digital saja nge loding terus muter muter mengira sistem eror ternyata di coba dari beberapa bulan lalu sama saja ada kepentingan buka ktp digital dan kakak digital saja susah muter muter di tunggu sampai jam juga tetap muter terus hadeh,Negative
name ?,Neutral
cara dapat kode qr bagaimana ya ,Neutral
aplikasi asu,Neutral
tidak efisien tidak efektif dan tidak flexibel coba kalau masuk login cuma masukan email nik sama password kayaknya jauh lebih efisien karena kalo ganti hp enggak ribet harus ke capil kelurahan lagi kalo sekarang ganti perangkat lupa pin sudah enggak bisa masuk,Negative
tidak bisa di akses padalah sinyal bagus tolong di perbaiki,Negative
rekan bagi yang terkendala scan barcode bisa scan di sipenduk masing nanti di bantu pengaplikasiannya kemarin saya juga begitu tidak terlalu mengerti baru mengerti setelah saya tanya di dispenduk tempat saya sambil ngurus akte lahir ,Neutral
kurang bagus susah banget koneknya,Negative
aplikasi berfungsi normal mudah di gunakan serta pelayanannya cepat,Positive
waktu verifikasi data sudah bisa foto terus scan barcode barcode yang mana ? tolong dibantu,Neutral
untuk aplikasi ini hp saya lancar saja untuk membuka tak ada kendala cuma saya belum isi data ktp saya karena masih menunggu perkembangan berikutnya untuk penilaian saya beri nila bintang dulu kadang ada rasa takut isi data di ktp digital maklum dunia internet kadang suka di retas bukan saya tidak percaya ,Negative
awal install bisa digunakan tapi ke kali enggak bisa terjadi kesalahan koneksi mau pakai wifi atau pakai data seluler tetap tidak bisa digunakan sangat diperlukan tapi aplikasi sangat tidak mendukung,Negative
kak cara cetak ktp digital biar ada yang aslinya bagaimana kok enggak ada gambar yang pas di aplikasi,Neutral
sungguh luar biasa sangat membantu dan efektif untuk mempermudah pelayanan administrasi,Positive
disuruh kecamatan perbarui kakak lewat aplikasi ini tapi klik dokumen kependudukan saja susah banget padahal kuota wifi lancar sangat tidak membantu apalagi mempermudah,Negative
tolong lah aplikasi ini kok fiktur dokumen kok muter muter terus di situ kan ada ktp nya kok mala enggak bisa ini bagaimana ya,Negative
bagus karena bisa dibawa kemana saja dan lebih mudah disimpan ,Positive
gagal scan terus padahal koneksi lancar mohon pihak dev segera memperbaiki,Negative
sangat bermanfaat simple tentunya dengan berbagai data yang tersimpan di aplikasi memudahkan kita untuk mencari ketika diperlukan ,Positive
di menu dokumenku hanya muncul ktp digital dokumen lainnya muncul dokumen sedang diintegrasikan mohon perbaikannya karena sudah berbulan masih begitu,Neutral
agak binggung ini kenapa ya koneksi eror enggak bisa masuk gagal,Negative
sudah berulang kali isi data selesai isi data tulisan verifikasi data yang dibawah warna kuning itu kenapa enggak muncul sampai stres banget sudah bolak menonton tutornya diyoutub tetap masih enggak bisa tolong lah pak dibantu ini,Negative
saya pengguna baru pendaftaran di kantor kecamatan layanan cepat tanggap tanpa keluhan cuman hari ini saya buka aplikasi buka dokumen keluar sendiri kenapa ya ?,Negative
perlu ditingkatkan keamanan aplikasinya dan kemampuan server disaat diakses banyak orang tolong server dan keamanannya ditingkatkan,Negative
adanya aplikasi harusnya mempermudah bukan malah mempersulit aplikasi kurang mutu setelah direkam masih saja harus ke dispenduk capil untuk meminta kode verifikasi dengan scan barcode berapa yang harus dikeluarkan untuk anggarannya ya ?,Negative
saya lupa pin bagaimana cara ngurusnya ?,Neutral
awalnya mudah lancar buka dokumen sekarang loading terus tolong perkuat servernya dong biar enggak terkesan sebagai proyek ujicoba doang,Negative
aplikasi tidak bisa di buka sangat jelek tidak bisa di gunakan,Negative
percuma kalo ujung tetap ke dukcapil juga mengira bisa urus langsung scan dokumen kirim di aplikasi ini nanti dikirim lewat email atau pos dokumen aslinya tetap harus ke dukcapil slebeww enggak berguna amat sih ini aplikasi,Negative
aplikasi yang sangat tidak membantu percuma digital tapi tetap urus harus butuh fisik,Negative
